"ip","app","device","os","channel","is_attributed","hour","minute","second"
72467,29,1,49,343,0,13,40,53
50191,18,1,19,376,0,21,15,23
79857,7,1,12,101,0,15,41,37
55056,15,1,19,412,0,6,9,39
59015,12,1,13,245,0,19,16,34
57519,12,1,19,178,0,14,32,27
42589,3,1,19,280,0,0,32,18
94546,8,1,19,145,0,4,37,45
38721,14,1,19,134,0,23,39,54
14217,3,1,19,480,0,4,35,57
110940,13,1,25,477,0,9,28,21
73516,12,1,41,265,0,16,19,52
20530,15,1,43,265,0,7,54,37
27456,3,1,19,424,0,10,21,52
67249,18,1,17,121,0,14,7,11
275799,15,1,18,245,0,4,45,57
30529,2,1,19,237,0,5,52,59
266149,23,1,19,153,0,14,2,47
56220,9,1,3,466,0,12,30,1
2293,18,1,4,107,0,1,2,41
92736,11,1,19,173,0,7,30,27
73516,2,1,14,122,0,17,22,43
61424,26,1,19,266,0,13,45,17
70522,9,2,19,215,0,10,20,41
49602,11,1,27,469,0,4,49,20
47411,3,1,19,211,0,15,46,54
105560,26,1,32,121,0,4,14,27
213834,18,1,5,107,0,15,13,41
163872,13,1,13,469,0,3,24,21
161518,6,1,13,459,0,13,30,32
120567,12,1,17,105,0,1,39,44
48864,2,1,19,401,0,10,21,32
55040,9,1,10,107,0,3,59,41
23812,12,1,19,19,0,13,57,19
85150,12,1,19,259,0,9,49,9
53539,8,1,13,145,0,16,55,38
61566,3,1,14,130,0,19,37,25
70464,12,1,13,245,0,7,58,24
53454,12,1,19,481,0,10,25,7
71863,13,1,19,477,0,2,6,10
73954,15,1,19,111,0,14,47,45
81779,12,1,19,259,0,11,55,20
56234,9,1,13,448,0,11,33,40
185484,1,2,11,125,0,3,49,51
72638,2,1,42,258,0,7,51,50
181869,2,1,47,469,0,10,43,48
108019,12,1,6,265,0,12,50,33
195950,14,1,19,463,0,6,4,0
71808,3,1,19,130,0,13,37,12
95766,18,1,19,107,0,14,1,11
47289,14,1,19,442,0,10,7,52
29142,23,1,19,153,0,11,35,20
4720,8,1,23,259,0,0,4,19
14269,14,1,18,401,0,8,52,57
160283,15,1,19,120,0,2,30,45
78058,21,1,19,128,0,13,14,57
44744,9,1,13,234,0,4,38,26
119289,64,1,19,459,0,12,50,44
85971,2,1,17,236,0,13,18,44
29471,23,1,49,153,0,9,52,55
33628,3,1,19,409,0,7,52,12
85050,2,1,18,237,0,5,47,12
12940,3,1,12,442,0,4,53,45
3653,2,1,19,435,0,8,46,47
188842,12,1,13,328,0,7,23,38
102808,15,1,36,480,0,12,33,8
106014,3,1,22,115,0,12,23,24
92594,18,1,9,107,0,13,29,23
52660,14,1,9,349,0,4,47,31
28046,14,1,19,480,0,2,41,39
37919,1,1,13,153,0,11,43,56
84942,20,1,49,259,0,15,24,41
235453,11,1,32,137,0,4,0,31
258242,12,1,13,328,0,5,22,27
121235,3,1,17,205,0,3,21,20
100275,1,1,7,134,0,10,55,7
56639,15,1,19,245,0,5,17,50
37892,12,1,13,178,0,14,23,21
185079,21,1,19,128,0,1,19,37
124726,15,1,10,412,0,3,8,13
12062,18,1,13,134,0,6,52,19
105099,3,1,46,280,0,2,26,42
5314,1,1,25,135,0,3,23,53
154915,2,1,10,219,0,15,9,9
121701,3,1,31,280,0,1,15,9
4502,14,1,36,489,0,15,33,27
44001,18,1,13,107,0,11,39,37
5328,8,1,20,145,0,12,57,34
149141,14,1,18,379,0,3,56,9
114526,9,1,8,334,0,23,28,28
125125,3,1,19,480,0,23,28,27
59062,12,1,13,178,0,0,48,3
31490,3,1,15,211,0,10,46,23
30296,15,1,35,245,0,13,37,9
335605,15,1,3,111,0,5,1,42
166058,3,2,13,115,0,9,30,28
101941,15,1,13,245,0,18,44,37
75345,3,1,9,280,0,4,10,33
59659,3,1,13,115,0,14,28,49
102995,15,1,13,386,0,12,20,31
93325,2,1,19,205,0,13,47,55
77429,15,1,17,245,0,8,35,43
44004,7,1,13,101,0,8,13,0
70491,15,1,17,245,0,2,2,37
1964,18,1,10,107,0,5,28,25
133260,3,1,20,135,0,2,25,0
46619,3,1,25,280,0,1,22,0
66596,7,1,19,101,0,10,12,35
127081,27,1,19,153,0,0,36,52
123908,2,1,9,477,0,1,55,38
3553,18,3543,748,107,0,17,2,40
110476,26,1,19,266,0,23,14,29
96922,9,1,8,466,0,3,44,33
77454,3,1,18,280,0,13,39,53
14044,6,1,17,125,0,1,24,14
73015,2,1,17,435,0,7,5,3
137052,2,1,18,219,0,3,3,46
132146,24,1,19,105,0,16,29,53
25152,2,1,13,258,0,14,10,28
78959,15,1,41,130,0,2,34,46
86860,3,1,13,452,0,3,33,1
56931,18,1,13,121,0,5,49,7
352824,24,1,25,178,0,11,57,27
133783,7,1,13,101,0,10,49,27
125551,64,1,23,459,0,8,45,50
106485,3,1,19,371,0,11,27,7
57828,12,1,35,497,0,4,41,24
1370,3,1,13,280,0,13,23,21
108181,11,1,8,219,0,4,46,41
173085,151,0,50,347,0,1,52,22
4983,25,1,13,259,0,0,14,40
27008,18,1,8,134,0,2,58,37
111708,1,1,22,125,0,22,7,23
141375,3,1,22,280,0,23,2,11
37010,12,1,13,178,0,10,34,35
55030,24,2,13,178,0,12,17,59
93587,3,1,41,489,0,6,18,25
70690,18,1,6,107,0,7,42,3
100339,15,1,19,245,0,15,38,36
37565,12,1,17,178,0,4,40,27
80413,21,1,19,128,0,17,23,41
79827,1,1,41,125,0,5,55,14
42751,3,1,13,135,0,16,7,30
105560,18,1,10,107,0,4,17,37
223769,3,1,32,280,0,1,22,38
14320,9,2,19,258,0,7,8,17
111493,12,1,13,105,0,10,21,32
77462,2,1,13,452,0,9,20,40
38845,8,1,18,145,0,2,32,21
114276,12,1,13,265,0,3,17,40
182059,25,1,37,259,0,11,17,44
106751,15,1,22,111,0,5,41,33
105475,10,1,9,377,0,3,31,42
91246,2,1,47,469,0,9,32,50
34823,18,1,19,107,0,5,51,3
117531,26,1,17,266,0,1,10,28
44286,12,1,17,265,0,4,16,14
114531,3,1,13,280,0,7,22,45
275117,2,1,12,377,0,11,13,33
120413,3,1,32,424,0,1,3,46
70874,3,1,19,280,0,4,10,48
39328,2,1,13,219,0,4,44,49
175624,9,1,17,134,0,14,20,33
156730,18,1,19,107,0,23,44,51
12948,15,1,13,245,0,13,53,45
66033,64,1,15,459,0,6,0,50
271608,14,1,13,349,0,7,10,52
26814,12,1,19,245,0,1,46,44
90825,21,1,8,232,0,12,1,50
39839,26,1,35,477,0,15,6,40
26995,20,2,11,259,0,15,47,58
26057,12,1,19,140,0,12,48,9
55000,3,1,28,280,0,0,35,10
226950,2,1,13,237,0,6,55,6
43793,29,2,19,343,0,9,54,26
93381,9,1,9,466,0,0,25,58
18429,3,1,13,466,0,0,50,55
64003,3,1,37,280,0,5,22,13
257295,3,1,40,280,0,8,15,50
38300,14,2,19,349,0,3,30,34
75564,15,1,13,315,0,2,54,26
43513,2,1,17,469,0,5,45,6
88192,9,1,19,489,0,6,27,54
118229,2,1,26,469,0,11,56,10
49487,13,2,15,477,0,5,2,32
49275,15,1,18,120,0,7,28,58
4121,3,1,13,280,0,7,14,33
216966,12,1,8,178,0,2,52,2
73839,3,1,19,280,0,15,17,58
5348,3,1,17,280,0,11,41,31
17600,18,1,10,107,0,9,30,27
52101,13,1,17,400,0,12,54,33
93808,12,1,14,245,0,4,23,56
149422,20,1,18,259,0,12,31,2
111394,14,1,18,480,0,12,57,9
108052,3,1,13,280,0,1,36,52
64187,12,1,13,340,0,4,22,31
329657,3,1,20,424,0,11,46,35
265003,12,1,19,265,0,4,37,42
22374,12,1,8,178,0,3,5,10
7120,15,1,8,430,0,15,19,44
36370,3,1,12,280,0,2,21,6
17357,3,1,13,280,0,5,46,54
95486,25,1,13,259,0,2,9,50
1745,2,1,19,477,0,23,30,43
57407,14,1,19,439,0,5,3,2
71332,10,1,17,377,0,13,9,52
8655,26,1,13,121,0,13,20,0
2076,29,1,19,213,0,4,44,7
70429,15,1,18,386,0,4,35,47
189421,11,1,13,469,0,4,21,3
79176,2,1,10,477,0,8,15,1
121697,26,1,17,477,0,23,13,14
176380,18,1,3,107,0,9,36,46
141432,3,1,20,280,0,13,2,6
119349,12,1,19,265,0,14,59,55
52805,2,1,19,435,0,0,36,44
163425,9,1,15,449,0,16,11,1
79176,2,1,28,212,0,11,39,47
49219,14,1,19,349,0,5,55,13
122288,9,1,13,134,0,4,22,49
24951,3,1,10,19,0,12,13,20
96015,3,1,28,130,0,8,16,14
106719,24,1,19,178,0,14,12,15
18535,9,1,13,232,0,4,8,38
145003,3,2,15,280,0,2,50,37
105447,14,1,4,379,0,8,3,46
98531,3,1,1,280,0,6,35,31
106817,14,1,13,467,0,9,40,12
211216,13,1,19,477,0,9,41,25
172485,15,1,22,130,0,9,53,17
89552,3,1,19,280,0,7,32,36
17380,5,1,19,377,0,3,3,51
51541,22,1,13,116,0,14,34,59
24904,2,1,8,122,0,22,13,23
209663,2,1,25,205,0,17,7,23
98510,13,1,13,477,0,1,11,59
66573,18,2,19,121,0,14,16,27
311837,21,1,31,232,0,6,52,19
92359,3,1,13,280,0,6,54,43
93808,3,1,18,424,0,6,44,47
82964,12,1,12,481,0,10,33,9
7962,36,1,57,224,0,4,43,36
78928,1,1,53,13,0,3,43,12
41463,14,1,6,480,0,0,42,51
119757,3,1,19,409,0,16,14,49
72610,14,1,10,379,0,4,9,5
10616,2,1,13,122,0,15,30,26
15019,23,1,18,153,0,7,0,49
123904,13,1,13,477,0,3,43,37
127258,18,1,35,134,0,8,43,31
77391,1,1,6,134,0,5,15,25
301284,21,2,15,232,0,0,34,51
101096,3,1,13,137,0,10,8,19
69056,18,1,17,107,0,9,20,26
72302,9,1,15,134,0,1,28,51
143514,12,1,13,178,0,3,43,54
23217,3,1,13,115,0,10,46,46
5147,9,1,43,449,0,12,21,42
119383,24,1,3,178,0,18,36,43
11852,2,1,13,435,0,10,53,48
27010,3,1,19,280,0,2,45,53
41878,8,1,13,145,0,1,33,19
48282,2,1,19,237,0,1,50,2
149594,3,1,13,280,0,5,27,17
62704,15,1,19,245,0,16,51,48
102554,24,1,19,105,0,3,22,47
100212,1,1,25,134,0,1,24,48
62129,3,1,35,442,0,13,17,4
115543,21,1,19,232,0,17,26,7
126786,12,1,37,245,0,13,47,14
125259,3,1,17,489,0,13,16,35
354728,12,1,1,340,0,5,46,33
121845,28,1,13,135,0,2,37,26
94258,3,1,19,280,0,6,12,56
132764,9,1,19,442,0,6,45,55
28108,12,1,18,19,0,4,55,55
148032,11,1,37,319,0,10,47,44
84276,14,1,13,349,0,5,14,0
17102,2,1,13,237,0,0,16,25
201182,2,1,19,122,0,3,54,57
19170,18,1,9,107,0,3,4,17
25679,15,1,19,245,0,17,0,8
127583,14,1,11,401,0,6,27,10
86767,28,1,19,135,0,8,31,28
62546,8,1,9,145,0,11,19,22
120740,60,1,10,21,0,1,28,8
13785,9,1,25,127,0,15,3,14
25818,3,1,13,402,0,6,40,12
29680,15,1,15,315,0,4,49,25
192270,3,1,22,280,0,11,42,24
61363,12,1,9,178,0,9,26,8
99267,2,1,17,469,0,5,34,44
191780,13,1,41,469,0,19,16,36
86383,12,1,3,259,0,3,23,1
213898,64,1,13,459,0,20,8,13
109638,15,1,13,412,0,11,7,46
112464,15,1,6,245,0,2,34,47
116696,3,1,12,113,0,2,38,35
118252,3,1,1,409,0,14,18,5
172959,13,1,10,477,0,22,57,5
69088,9,1,53,232,0,7,39,22
1556,23,1,13,153,0,2,32,50
108678,14,1,6,401,0,16,4,40
26577,18,1,18,134,0,9,6,9
63246,2,1,10,236,0,13,14,19
50437,36,1,18,110,0,1,36,41
172110,9,1,41,107,0,5,6,5
10005,15,1,13,265,0,12,55,33
202508,15,1,16,245,0,13,24,0
49091,2,1,8,435,0,14,55,22
48212,2,1,13,237,0,12,54,55
7967,14,1,13,360,0,0,28,39
5543,11,1,6,173,0,8,32,52
69054,19,0,24,213,0,8,32,9
105475,18,1,25,121,0,16,20,56
71691,20,1,18,259,0,1,44,45
278568,64,2,66,459,0,7,31,39
119531,15,2,19,245,0,18,27,39
179812,2,1,13,477,0,7,16,29
44536,2,1,18,205,0,5,56,27
62109,18,1,8,376,0,10,20,2
360416,3,1,8,280,0,2,36,20
5433,12,1,10,265,0,17,35,2
136361,12,1,19,265,0,12,1,59
35557,3,1,10,489,0,3,33,20
246846,1,1,13,137,0,3,49,2
121277,15,1,13,111,0,1,28,50
29453,3,1,19,280,0,23,39,34
80605,23,1,6,153,0,12,31,17
48212,3,1,17,182,0,15,53,56
58434,15,1,13,3,0,12,21,32
7244,12,1,53,409,0,10,33,3
17262,15,1,13,245,0,9,34,58
2027,15,1,10,111,0,2,30,17
76707,9,1,22,244,0,1,9,32
18837,12,1,14,259,0,5,26,45
14290,12,1,13,245,0,15,49,36
79909,3,1,198,280,0,12,33,43
95020,23,1,12,153,0,14,7,34
24530,14,1,30,379,0,7,48,10
60909,3,1,13,379,0,1,31,48
109520,12,1,14,265,0,8,24,26
115230,3,1,13,130,0,10,0,48
16037,11,1,19,122,0,9,18,4
187282,12,1,9,212,0,13,13,29
161625,12,1,19,259,0,16,17,19
23451,12,1,17,481,0,5,34,56
34755,12,1,37,245,0,5,39,27
177245,3,1,8,280,0,7,10,23
53454,2,1,19,243,0,21,45,46
48552,13,1,19,477,0,2,1,25
274734,2,1,9,435,0,7,14,46
54688,2,1,20,477,0,19,16,28
15959,2,1,19,469,0,6,52,27
59245,26,1,17,266,0,8,51,21
55444,3,1,19,280,0,2,24,34
114957,15,1,17,265,0,3,49,54
73516,3,2,11,137,0,15,17,45
61715,18,1,35,107,0,0,7,33
123429,12,1,15,328,0,2,13,16
7572,6,2,19,459,0,0,22,44
70522,12,2,17,178,0,12,57,31
33969,26,1,18,121,0,16,19,22
99150,3,1,13,480,0,2,50,1
37240,12,1,13,140,0,4,53,50
204950,12,1,19,245,0,1,42,2
123729,14,1,13,463,0,20,45,6
13936,9,1,9,442,0,18,17,4
5729,18,1,20,439,0,3,41,9
105475,7,1,2,101,0,15,44,28
274299,28,1,17,135,0,13,27,58
89232,3,1,1,173,0,5,33,50
55145,1,1,10,124,0,16,27,47
44744,3,1,19,280,0,12,38,1
168832,12,1,15,259,0,5,50,12
31181,9,1,18,334,0,7,45,54
42529,3,1,6,317,0,8,56,1
50169,15,1,13,3,0,7,11,34
120612,3,1,13,130,0,10,47,37
7948,18,1,13,107,0,4,41,49
115557,2,1,19,205,0,19,14,49
27742,9,1,17,127,0,10,6,36
45878,9,1,17,334,0,0,49,2
102917,12,1,17,124,0,8,32,41
275042,12,1,13,178,0,14,0,29
161328,18,1,9,121,0,2,48,43
58556,3,1,18,480,0,12,32,52
187914,18,1,6,449,0,3,55,17
72287,1,1,6,134,0,8,3,43
72291,8,1,13,145,0,23,28,37
96964,28,1,19,135,0,5,4,1
60151,14,1,3,379,0,13,52,23
63305,15,1,9,379,0,3,41,39
73978,18,1,13,107,0,14,21,36
125129,15,1,25,245,0,1,36,22
27186,3,1,14,280,0,7,15,35
95111,15,1,19,315,0,14,3,49
94092,3,1,3,280,0,3,40,37
98102,12,1,12,328,0,15,42,20
70041,23,1,13,153,0,22,43,43
92804,3,1,6,280,0,15,11,41
38564,3,1,19,115,0,17,30,15
47825,18,1,19,107,0,11,1,26
70413,2,1,13,377,0,1,31,0
70600,3,1,19,489,0,0,53,53
97716,3,2,13,280,0,6,8,4
147066,2,1,13,435,0,4,0,59
122623,12,1,19,481,0,9,7,38
106210,2,1,8,212,0,2,8,51
64555,11,1,13,469,0,10,29,21
311853,15,1,19,412,0,3,54,36
104806,12,1,13,265,0,12,32,26
120600,2,1,8,237,0,4,7,17
25131,2,1,17,477,0,11,48,53
96466,26,1,6,266,0,4,14,39
195598,18,1,13,439,0,15,12,35
114478,14,1,13,442,0,6,3,25
10326,64,1,8,459,0,9,20,49
30310,2,1,19,237,0,19,53,35
307644,12,1,9,340,0,14,52,27
67481,27,1,18,153,0,11,43,34
98432,2,1,18,219,0,12,20,1
110390,2,1,13,435,0,23,2,35
83391,15,1,19,480,0,6,22,55
102637,11,1,19,173,0,2,7,24
111247,12,1,13,259,0,4,22,34
236536,3,1,19,280,0,4,56,55
202022,8,1,30,145,0,3,31,15
56088,9,1,13,442,0,4,0,57
37916,3,1,13,280,0,2,24,47
48267,9,1,17,334,0,1,48,19
74952,3,1,22,115,0,3,43,23
124794,9,1,18,215,0,10,53,3
879,13,1,25,477,0,9,8,59
8502,9,1,19,334,0,12,59,17
5348,12,1,19,19,0,13,58,27
17149,2,2,20,205,0,12,7,49
36538,12,1,19,340,0,13,51,23
15843,8,1,3,140,0,10,5,2
87469,27,1,10,153,0,15,8,58
153764,64,1,39,459,0,10,31,3
75521,15,1,19,245,0,9,12,47
8998,64,1,13,459,0,1,29,4
29346,3,2,13,280,0,11,37,52
40056,15,1,28,245,0,17,21,25
14893,12,1,49,178,0,10,58,15
145164,3,1,25,280,0,1,52,31
92804,12,1,19,178,0,4,10,28
5178,3,1,13,466,0,4,39,44
5314,2,1,13,435,0,1,31,56
124325,23,1,6,153,0,12,20,19
3664,64,1,19,459,0,8,11,36
195218,18,1,13,439,0,23,14,20
105534,2,1,19,205,0,14,23,26
27526,3,1,20,280,0,3,15,26
89141,3,1,13,130,0,15,32,47
183100,19,0,21,213,0,10,53,41
5729,2,1,10,237,0,19,4,32
109735,12,1,19,265,0,14,36,22
24786,3,1,6,409,0,11,14,29
60554,2,1,36,377,0,2,42,48
14230,23,1,13,153,0,9,52,8
12506,9,1,14,334,0,0,16,29
112302,14,1,17,371,0,9,0,57
93517,12,1,19,145,0,2,43,49
68644,2,1,13,477,0,12,9,6
81513,21,1,35,128,0,13,42,6
45745,3,1,17,280,0,6,24,58
201440,2,1,17,452,0,7,16,1
45184,18,1,13,134,0,21,8,25
112296,18,3032,607,107,0,23,51,1
292904,18,1,8,107,0,7,23,26
11382,26,1,3,121,0,4,46,2
58476,15,1,14,245,0,2,3,10
77866,2,1,18,122,0,14,9,29
98033,9,1,22,244,0,5,48,19
17030,18,1,27,107,0,1,18,27
23068,12,1,19,328,0,10,55,26
84749,12,1,37,328,0,22,8,53
101532,18,1,22,107,0,9,33,19
64320,3,1,22,280,0,5,1,24
193408,15,1,10,315,0,6,7,10
27639,26,1,13,266,0,6,37,22
329459,2,1,47,122,0,2,7,41
141893,3,1,16,379,0,2,7,26
120973,9,1,19,127,0,12,51,35
277599,15,1,13,245,0,5,18,1
28951,23,1,19,153,0,13,13,34
97463,18,1,13,107,0,10,56,51
54868,3,1,41,280,0,2,0,15
186911,27,1,13,153,0,12,56,15
236125,9,1,17,442,0,2,42,4
98274,3,1,16,280,0,5,9,41
8499,2,1,18,212,0,12,21,37
5348,23,1,18,153,0,5,55,4
5348,64,1,19,459,0,7,9,30
99915,2,1,17,237,0,15,34,48
21990,29,1,19,343,0,1,32,5
92431,12,1,13,424,0,4,36,30
65659,9,1,8,334,0,1,38,31
88964,18,1,18,107,0,0,25,49
115557,64,1,18,459,0,9,56,55
189851,2,1,30,452,0,9,28,15
16297,9,1,19,334,0,22,46,39
68362,26,1,3,121,0,15,51,7
93486,2,1,19,401,0,7,16,37
42446,1,1,13,377,0,17,0,21
24747,22,1,19,116,0,1,27,53
200443,2,1,6,477,0,17,36,54
197095,13,1,31,469,0,12,1,13
110030,3,1,10,280,0,0,24,44
30077,3,1,27,280,0,4,2,8
183597,15,1,19,265,0,14,29,31
121163,18,1,17,107,0,5,9,7
81776,18,1,19,439,0,13,33,33
100785,2,1,19,122,0,0,56,56
106505,15,1,19,412,0,23,54,18
95509,9,1,27,442,0,13,30,49
45105,6,1,48,125,0,13,7,48
224325,14,1,13,480,0,0,42,39
9053,15,1,13,379,0,4,43,50
81846,2,1,13,243,0,4,47,46
9876,3,1,17,280,0,16,3,43
17149,23,1,35,153,0,16,49,59
39561,2,1,18,435,0,16,49,6
101314,15,1,19,245,0,21,38,33
61313,3,1,19,417,0,3,50,19
49431,3,1,19,280,0,3,43,24
105120,27,1,13,153,0,4,32,9
81613,3,1,19,280,0,8,30,31
33568,26,1,19,121,0,6,52,8
32560,18,1,19,107,0,11,3,18
43827,14,1,6,379,0,1,31,27
17030,8,1,19,145,0,1,31,39
14058,23,1,28,153,0,15,34,24
337856,6,1,19,459,0,12,39,17
56090,12,1,19,259,0,8,32,23
2372,2,1,19,452,0,9,34,15
165781,9,1,13,466,0,4,50,9
17204,2,1,32,469,0,11,43,7
12274,15,1,13,130,0,9,15,54
29489,2,2,34,237,0,9,45,39
110168,6,1,19,125,0,3,33,7
64049,26,1,19,266,0,7,11,12
119507,14,1,12,439,0,16,50,9
192284,12,1,19,178,0,13,23,55
109460,2,1,13,122,0,8,17,42
3210,15,1,18,140,0,13,12,55
104798,20,1,17,259,0,14,29,16
38883,15,1,19,315,0,2,42,17
52327,12,1,25,19,0,4,42,31
127490,9,2,13,466,0,10,35,15
59846,6,1,30,125,0,10,37,41
81526,8,1,19,145,0,13,11,24
29357,15,1,12,379,0,2,41,38
95598,15,1,13,245,0,5,42,8
15319,12,1,20,245,0,1,12,25
114314,12,1,22,340,0,4,41,55
125436,3,1,19,317,0,7,6,6
98432,12,1,10,245,0,15,55,57
49477,8,1,1,145,0,7,49,39
60159,18,1,13,439,0,10,15,16
59081,9,1,19,107,0,5,46,0
119236,3,1,1,480,0,18,58,33
185061,3,2,3,452,0,15,49,10
37640,15,1,20,278,0,21,48,9
58934,21,1,14,128,0,9,34,44
15373,11,1,17,319,0,10,40,25
14475,12,1,22,245,0,22,48,11
80676,12,1,10,328,0,13,58,12
15337,32,1,22,376,0,7,30,33
75722,12,1,25,259,0,20,34,54
776,9,1,19,442,0,0,42,21
53454,3,1,28,280,0,15,43,19
169316,12,2,31,265,0,15,28,34
73516,15,2,13,140,0,12,29,42
35753,2,1,22,452,0,13,29,8
45609,17,1,1,134,0,12,2,32
219965,183,3866,866,347,0,17,49,36
73516,3,1,19,280,0,14,23,37
107898,2,1,19,122,0,3,40,50
50223,12,1,1,340,0,16,41,7
12955,15,1,19,412,0,12,30,54
78817,11,1,20,173,0,9,19,19
237286,12,1,13,424,0,0,10,54
105475,11,1,19,487,0,7,41,23
51142,3,1,26,280,0,1,12,28
118320,3,1,19,135,0,4,45,15
71443,15,1,25,245,0,1,14,55
100176,9,1,6,258,0,19,10,53
102038,18,1,19,121,0,14,55,1
29140,32,1,23,376,0,4,29,22
1003,12,1,25,328,0,14,46,24
36370,12,1,13,265,0,14,18,34
324513,1,1,20,153,0,4,0,35
52981,2,1,17,469,0,7,15,30
116001,2,1,19,435,0,10,53,23
111182,21,2,19,128,0,4,13,59
97716,17,1,1,280,0,22,1,27
48170,13,1,19,469,0,22,33,49
118367,23,1,19,153,0,23,36,40
43827,2,1,15,435,0,14,47,36
43842,1,1,20,124,0,2,38,32
14374,18,1,19,121,0,16,16,2
145934,54,3543,748,347,0,23,55,12
48581,18,1,22,107,0,19,19,51
203709,15,1,8,315,0,13,10,10
250650,12,1,17,265,0,11,54,35
104868,15,1,18,412,0,2,40,56
33033,11,1,19,319,0,3,2,56
222432,9,1,19,134,0,17,36,20
52798,14,1,20,489,0,13,40,20
63698,12,1,8,178,0,13,59,14
30356,3,1,13,137,0,1,40,18
185764,15,1,19,278,0,5,56,41
100393,3,1,19,442,0,11,16,20
4382,18,1,19,121,0,10,5,59
53715,28,1,13,135,0,6,24,23
265737,18,1,13,121,0,15,45,32
149279,2,1,19,452,0,3,13,18
119667,3,1,16,442,0,9,2,54
35058,2,1,19,435,0,21,56,32
58842,11,1,25,219,0,17,31,18
99692,25,1,13,259,0,11,5,55
30012,23,1,22,153,0,13,52,7
77111,2,1,19,236,0,16,12,40
141221,24,1,13,105,0,3,22,49
114768,9,1,8,134,0,22,15,59
67754,25,2,9,259,0,10,47,41
83864,18,1,23,107,0,6,21,5
99915,12,2,27,259,0,12,12,38
79827,14,2,13,118,0,11,5,46
78574,3,1,19,280,0,9,20,36
30153,8,1,22,145,0,11,23,55
117011,3,1,13,280,0,2,8,51
33947,12,1,15,259,0,12,12,51
22006,2,1,10,237,0,4,49,19
106862,9,1,15,445,0,1,45,47
12103,12,1,20,328,0,12,36,27
136209,3,1,9,280,0,5,7,49
32432,36,1,57,224,0,7,8,52
111299,12,1,13,340,0,11,34,50
55032,3,1,17,137,0,16,44,44
100135,9,1,13,334,0,23,19,42
100212,12,1,19,259,0,17,46,16
46475,12,1,19,245,0,4,20,51
58842,8,1,12,145,0,19,54,12
53652,18,1,15,107,0,4,22,32
77085,12,2,18,178,0,15,5,31
53806,2,1,18,237,0,8,43,17
1485,12,1,18,178,0,6,19,9
64491,3,1,6,489,0,8,20,27
52019,3,1,8,280,0,11,20,31
35155,28,1,34,135,0,0,16,12
74396,2,1,25,435,0,11,51,13
311442,3,1,13,280,0,23,17,42
10785,12,1,13,265,0,1,42,52
25009,2,1,13,122,0,23,17,10
52043,3,1,17,480,0,0,5,55
201516,3,1,9,489,0,15,20,39
14737,18,1,13,379,0,14,5,17
44356,14,1,18,489,0,10,11,9
3964,9,2,27,490,0,3,33,15
20391,23,1,18,153,0,5,11,36
88756,2,1,15,435,0,2,55,48
146789,1,1,35,377,0,0,4,50
117,15,1,25,265,0,4,34,15
39175,12,1,20,265,0,7,0,48
98748,13,1,18,477,0,3,48,13
4324,15,1,9,245,0,1,4,46
101250,14,1,13,463,0,11,36,13
89251,12,1,13,340,0,9,40,52
201884,12,1,19,328,0,8,16,41
8610,14,1,40,463,0,4,38,11
49602,3,2,9,280,0,4,25,4
25744,9,1,41,234,0,18,32,24
88765,18,1,13,107,0,0,47,31
46651,21,1,19,128,0,15,0,8
8710,18,1,13,134,0,13,51,20
85644,15,1,27,245,0,23,41,20
67197,6,1,25,459,0,9,49,29
18942,3,1,20,280,0,14,44,13
244965,27,1,19,153,0,2,21,33
108722,23,1,13,153,0,14,50,54
48144,19,0,0,210,0,15,29,23
37001,2,1,19,236,0,0,44,50
114235,2,1,13,477,0,18,41,11
47336,9,1,3,215,0,6,11,28
77379,3,1,27,135,0,0,21,32
105363,3,1,13,424,0,12,16,2
5497,29,1,10,343,0,19,3,12
8438,11,1,1,360,0,7,23,38
167827,15,1,19,140,0,11,23,50
75895,2,1,25,236,0,9,21,28
166206,3,1,19,280,0,17,16,32
355591,15,1,19,315,0,7,47,4
13597,12,1,13,259,0,2,9,30
106156,14,2,32,113,0,13,22,3
33525,14,1,13,401,0,4,31,14
133862,18,1,22,121,0,23,45,41
66831,10,1,16,377,0,9,47,17
92804,17,1,19,280,0,1,18,42
5032,3,1,19,280,0,6,26,24
74767,3,1,19,280,0,3,27,0
43855,1,1,13,153,0,11,7,39
31697,3,1,18,205,0,13,44,36
119856,14,1,3,489,0,8,12,39
147209,2,1,10,477,0,23,53,53
92766,12,1,13,326,0,5,43,10
121176,18,1,13,107,0,3,50,1
64663,2,1,19,435,0,23,59,10
83595,3,1,37,417,0,11,5,21
118742,12,1,13,140,0,4,52,36
102738,14,1,8,134,0,5,3,23
53964,15,1,13,245,0,15,11,22
90891,15,1,22,245,0,4,28,52
127556,3,1,19,280,0,11,36,21
33870,12,2,13,265,0,1,56,34
82287,12,1,13,19,0,13,32,44
190508,9,1,9,215,0,0,18,58
32609,12,1,3,265,0,8,49,41
116878,3,1,22,480,0,0,40,44
10248,2,1,13,236,0,10,18,40
111777,26,1,15,266,0,14,23,37
88551,1,1,19,118,0,0,4,53
88941,14,1,19,446,0,11,41,32
167563,1,1,13,134,0,12,35,16
75844,18,1,20,107,0,17,0,9
106598,17,1,44,280,0,9,8,52
72798,2,1,18,452,0,11,40,23
99837,25,1,14,259,0,23,50,13
73671,12,1,19,205,0,12,59,0
85006,18,1,13,121,0,2,25,22
211310,1,1,10,134,0,11,50,47
